JobTitle,Industry,Salary,Risk,Location,Year,SourceDataset
Software Development Engineer (SDE) - Intern,,144000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1140000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,96000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1100000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,900000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,600000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1500000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,1152000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,500000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,696000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,800000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,800000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,600000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1500000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,400000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,900000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,300000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1700000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1400000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,312000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,120000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1200000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1200000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) Contractor,,200640.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,300000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,800000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,700000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,500000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1400000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,400000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,300000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,200000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,500000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,200000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,300000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,2400000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,400000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1300000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1080000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,400000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,200000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1200000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,900000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,12000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Contractor,,4800000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1140000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,360000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,900000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,132000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,120000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,12000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,500000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1152000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,700000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,500000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,100000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1200000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,984000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,300000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,576000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1140000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,588000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1200000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,2600000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1600000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1300000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,100000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,168000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,96000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,100000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,700000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1100000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,300000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,700000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,500000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,180000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,180000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,700000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,900000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,120000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,504000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1900000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,576000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,800000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,400000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,800000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,200000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,600000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,60000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,144000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,800000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,1200000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,400000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,400000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,100000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1900000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,700000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,804000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,500000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Contractor,,2500000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1900000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,180000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,576000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,300000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,900000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,228000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,100000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,500000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,2900000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,400000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1128000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,500000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,400000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,800000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1200000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1300000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,200000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,300000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,400000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,700000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,240000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,200000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,900000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,972000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1200000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,2700000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,500000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,400000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,600000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,600000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,492000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,600000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1900000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,300000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,800000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,100000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1600000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,300000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1500000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,900000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,468000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,200000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE) - Intern,,1300000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,708000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1200000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1000000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1300000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,900000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,500000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,2000000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
Software Development Engineer (SDE),,1200000.0,,New Delhi,,Salary_Dataset_with_Extra_Features.csv
